image,decision,dest,label_dest
Screenshot 2026-05-11 at 11.27.14.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 11.27.14.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 11.27.14.txt
Screenshot 2026-05-11 at 11.27.25.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 11.27.25.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 11.27.25.txt
Screenshot 2026-05-11 at 11.27.36.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 11.27.36.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 11.27.36.txt
Screenshot 2026-05-11 at 11.27.46.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 11.27.46.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 11.27.46.txt
Screenshot 2026-05-10 at 0.21.28__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-10 at 0.21.28__1.png,
Screenshot 2026-05-10 at 0.21.58__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-10 at 0.21.58__1.png,
image10__1.jpg,train,/private/var/www/detectfpvdrones/dataset/images/train/image10__1.jpg,
image10__2.jpg,train,/private/var/www/detectfpvdrones/dataset/images/train/image10__2.jpg,
image12__1.jpg,train,/private/var/www/detectfpvdrones/dataset/images/train/image12__1.jpg,
image12__2.jpg,train,/private/var/www/detectfpvdrones/dataset/images/train/image12__2.jpg,
image13__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image13__1.png,
image13__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image13__2.png,
image14__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image14__2.png,
image15__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image15__1.png,
image15__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image15__2.png,
image19__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image19__1.png,
image1__1.jpg,train,/private/var/www/detectfpvdrones/dataset/images/train/image1__1.jpg,
image20__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image20__1.png,
image20__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image20__2.png,
image21__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image21__1.png,
image21__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image21__2.png,
image22__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image22__1.png,
image23__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image23__1.png,
image23__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image23__2.png,
image24__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image24__1.png,
image24__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image24__2.png,
image25__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image25__1.png,
image25__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image25__2.png,
image26__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image26__1.png,
image26__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image26__2.png,
image27__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image27__1.png,
image27__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image27__2.png,
image28__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image28__1.png,
image28__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image28__2.png,
image29__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image29__1.png,
image29__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image29__2.png,
image2__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image2__1.png,
image2__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image2__2.png,
image30__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image30__1.png,
image30__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image30__2.png,
image31__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image31__1.png,
image31__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image31__2.png,
image32__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image32__1.png,
image32__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image32__2.png,
image33__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image33__1.png,
image33__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image33__2.png,
image34__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image34__1.png,
image34__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image34__2.png,
image35__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image35__1.png,
image36__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image36__1.png,
image37__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image37__1.png,
image38__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image38__1.png,
image39__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image39__1.png,
image3__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image3__1.png,
image3__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image3__2.png,
image40__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image40__1.png,
image42__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image42__1.png,
image43__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image43__1.png,
image44__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image44__1.png,
image4__1.png,val,/private/var/www/detectfpvdrones/dataset/images/val/image4__1.png,
image5__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image5__1.png,
image5__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image5__2.png,
image6__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image6__1.png,
images (1)__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/images (1)__1.png,
images (2)__1.jpeg,train,/private/var/www/detectfpvdrones/dataset/images/train/images (2)__1.jpeg,
images__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/images__1.png,
premium_photo-1675778644413-53825034abd1__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/premium_photo-1675778644413-53825034abd1__1.png,
image16__1.png,val,/private/var/www/detectfpvdrones/dataset/images/val/image16__1.png,
image17__1.png,val,/private/var/www/detectfpvdrones/dataset/images/val/image17__1.png,
image18__1.png,val,/private/var/www/detectfpvdrones/dataset/images/val/image18__1.png,
image18__2.png,val,/private/var/www/detectfpvdrones/dataset/images/val/image18__2.png,
image41__1.png,val,/private/var/www/detectfpvdrones/dataset/images/val/image41__1.png,
image45__1.png,val,/private/var/www/detectfpvdrones/dataset/images/val/image45__1.png,
image7__1.png,val,/private/var/www/detectfpvdrones/dataset/images/val/image7__1.png,
image8__1.png,val,/private/var/www/detectfpvdrones/dataset/images/val/image8__1.png,
Screenshot 2026-05-11 at 22.20.03.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.20.03.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.20.03.txt
Screenshot 2026-05-11 at 22.20.51.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.20.51.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.20.51.txt
Screenshot 2026-05-11 at 22.21.15.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.21.15.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.21.15.txt
Screenshot 2026-05-11 at 22.24.00.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.24.00.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.24.00.txt
Screenshot 2026-05-11 at 22.24.43.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.24.43.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.24.43.txt
Screenshot 2026-05-11 at 22.25.00.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.25.00.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.25.00.txt
Screenshot 2026-05-11 at 22.26.45.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.26.45.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.26.45.txt
Screenshot 2026-05-11 at 22.32.04.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.32.04.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.32.04.txt
Screenshot 2026-05-11 at 22.32.35.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.32.35.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.32.35.txt
Screenshot 2026-05-11 at 22.32.57.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.32.57.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.32.57.txt
Screenshot 2026-05-11 at 22.38.42.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.38.42.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.38.42.txt
Screenshot 2026-05-11 at 22.38.57.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.38.57.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.38.57.txt
Screenshot 2026-05-11 at 22.39.09.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.39.09.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.39.09.txt
Screenshot 2026-05-11 at 22.39.51.png,train,/private/var/www/detectfpvdrones/dataset/images/train/Screenshot 2026-05-11 at 22.39.51.png,/private/var/www/detectfpvdrones/dataset/labels/train/Screenshot 2026-05-11 at 22.39.51.txt
ai-generated-drone-flying-in-the-sky-professionalgraphy-photo__1.jpg,train,/private/var/www/detectfpvdrones/dataset/images/train/ai-generated-drone-flying-in-the-sky-professionalgraphy-photo__1.jpg,
image11__1.jpg,train,/private/var/www/detectfpvdrones/dataset/images/train/image11__1.jpg,
image11__2.jpg,train,/private/var/www/detectfpvdrones/dataset/images/train/image11__2.jpg,
image14__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image14__1.png,
image9__1.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image9__1.png,
image9__2.png,train,/private/var/www/detectfpvdrones/dataset/images/train/image9__2.png,
